kiscourseid,title,degree_type,a_level,a_level_subjects,gcse,ib,ib_subjects,url,foundation,sandwich,yearabroad,lower_quartile_salary,median_salary,upper_quartile_salary,university,offer_rate_clean,disciplines
UBSCHEWMAT18,Chemistry with Mathematics,BSc,AAA,"Mathematics and Chemistry required. Physics, Biology, Further Mathematics, Psychology or Computer Science preferred as third subject.","English Language at grade C or 4, plus Mathematics at grade B or 6.",38,"A total of 18 points in three higher level subjects including 6 in Chemistry and Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Physics, Biology, Further Mathematics, Psychology or Computer Science preferred as third subject.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-mathematics-bsc,No,No,No,23500,30000,35000,University College London,47,Chemistry|Biochemistry|Math|Mathematical|Maths
UMSCHEWMAT18,Chemistry with Mathematics,MSCi,AAA,"Mathematics and Chemistry required. Physics, Biology, Further Mathematics, Psychology or Computer Science preferred as third subject.","English Language at grade C or 4, plus Mathematics at grade B or 6.",38,"A total of 18 points in three higher level subjects including 6 in Chemistry and Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Physics, Biology, Further Mathematics, Psychology or Computer Science preferred as third subject.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-mathematics-msci,No,No,No,23500,30000,35000,University College London,66,Chemistry|Biochemistry|Math|Mathematical|Maths
UMSCHESING18,Chemistry,MSCi,AAA,"Chemistry and at least one of Biology, Physics and Mathematics required. Biology, Physics, Mathematics, Further Mathematics, Computer Science or Psychology preferred as third subject.","English Language at grade C or 4, plus Mathematics at grade B or 6.",38,"A total of 18 points in three higher level subjects including 6 in Chemistry and 6 in one of Biology, Physics or Mathematics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level. Biology, Physics, Mathematics, Further Mathematics, Computer Science or Psychology preferred as third subject.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-msci,No,No,No,23500,30000,35000,University College London,69,Chemistry|Biochemistry
UBNCIVSING22,Civil Engineering,BEng,A*AA,"No specific subjects, but please note the GCSE requirements below if you are not taking A level Mathematics. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",English Language at grade C or 4. Mathematics and Physics (or Double Award) at grade A or 7 if not offered at A level.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5. Physics must be offered at either higher or standard level.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/civil-engineering-beng,Yes,No,No,29000,30000,36500,University College London,43,Engineering
UMNCIVSING22,Civil Engineering,MEng,A*AA,"No specific subjects, but please note the GCSE requirements below if you are not taking A level Mathematics. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",English Language at grade C or 4. Mathematics and Physics (or Double Award) at grade A or 7 if not offered at A level.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5. Physics must be offered at either higher or standard level.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/civil-engineering-meng,Yes,No,No,29000,30000,36500,University College London,60,Engineering
UBACLAACLC18,Classical Archaeology and Classical Civilisation,BA,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/classical-archaeology-and-classical-civilisation-ba,No,No,No,25500,28000,34000,University College London,83,Classics|Archaeology
UBACLASANC18,Classics and the Ancient World,BA,AAB,"Language and Literature route: Ancient/Classical Greek or Latin at grade A requiredLiterature, History, Archaeology route: no subject requirementsAncient Middle Eastern Studies route: no subject requirements.",English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects with no higher level score below 5. Language and Literature route: Ancient/Classical Greek or Latin at higher level grade 6 required; Literature, History, Archaeology route: No subject requirements; Ancient Middle Eastern Studies route: No subject requirements.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/classics-and-ancient-world-ba,No,No,No,25000,25000,30000,University College London,89,Classics
UBACAWWABR18,Classics and the Ancient World with Study Abroad,BA,AAB,"Language and Literature route: Ancient/Classical Greek or Latin at grade A requiredLiterature, History, Archaeology route: no subject requirementsAncient Middle Eastern Studies route: no subject requirements.",English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including Greek or Latin at grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/classics-and-ancient-world-study-abroad-ba,No,No,Yes,25000,25000,30000,University College London,89,Classics
UBACOMSING18,Communications,BA,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/communications-ba,No,No,No,NA,NA,NA,University College London,Data Not Available,Management
UBACLTSABR18,Comparative Literature,BA,AAA,A humanities subject required. French or Spanish required at grade A if one of these is to be studied as major language pathway.,English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects, including a Humanities subject. Higher level French or Spanish required at grade 6 if one of these is to be studied as a major language pathway. No higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/comparative-literature-ba,No,No,Yes,25500,28500,35000,University College London,85,Linguistics|English
UBSCOMSING18,Computer Science,BSc,A*A*A,A* in either Mathematics or Further Mathematics required.,English Language and Mathematics at grade C or 4.,40,A total of 20 points in three higher level subjects including grade 7 in Mathematics. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. 'Mathematics: Analysis and Approaches' is preferred.,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/computer-science-bsc,Yes,No,No,36500,52500,78000,University College London,6,Computer Science|Computational|Mathematical|Computing|Robotics|Artificial Intelligence
UMNCOMSING18,Computer Science,MEng,A*A*A,A* in either Mathematics or Further Mathematics required.,English Language and Mathematics at grade C or 4.,40,A total of 20 points in three higher level subjects including grade 7 in Mathematics. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. 'Mathematics: Analysis and Approaches' is preferred.,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/computer-science-meng,Yes,Yes,No,36500,52500,78000,University College London,12,Computer Science|Computational|Mathematical|Computing|Robotics|Artificial Intelligence
UMSCPMSING18,Construction Project Management,MSCi,ABB,"Business, Economics, Geography, Information Communication Technology, Mathematics or Statistics preferred.","English Language and Mathematics both at grade B or 6, plus a Science subject (Biology, Chemistry or Physics. Double Award acceptable) required at grade B or 6.",34,"A total of 16 points in three higher level subjects, with no higher level score below 5. Business, Economics, Geography, Information Communication Technology, Mathematics: Analysis and Approaches or Mathematics: Applications and Interpretation or Statistics preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/construction-project-management-msci,No,No,No,30000,34000,38000,University College London,61,Management|Planning
UBACREAHUM18,Creative Arts and Humanities,BA,AAA,One essay-based Humanities or Social Sciences subject.,English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects, to include one essay based Humanities or Social Sciences subject at grade 6,with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/creative-arts-and-humanities-ba,No,No,No,30000,32000,36500,University College London,73,Art
UBSCSSSING18,Crime and Security Science,BSc,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects. WJEC Level 3 Applied Diploma in Criminology is acceptable in lieu of one A Level subject.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/crime-and-security-science-bsc,No,No,No,26000,28000,34000,University College London,64,Computer Science|Computational|Computing|Robotics|Criminology
